log_file,run_type,task,model,stimulus_group,stimulus_index,legacy_pnum,seed,status,probable_cause
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,42,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,43,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,44,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,active_to_passive,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,active_to_passive,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,active_to_passive,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,antonyms,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,antonyms,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,antonyms,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,cause_and_effect,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,cause_and_effect,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,cause_and_effect,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,common_concept,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,common_concept,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,common_concept,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,diff,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,diff,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,diff,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,first_word_letter,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,informal_to_formal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,larger_animal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,letters_list,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,negation,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,num_to_verbal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,orthography_starts_with,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,rhymes,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,second_word_letter,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sentence_similarity,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sentiment,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,singular_to_plural,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,sum,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,synonyms,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,taxonomy_animal,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,42,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,43,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-de,flan-t5-large,baseline,,,44,failed,Traceback (most recent call last):
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-es,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,translation_en-fr,flan-t5-large,baseline,,,44,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,42,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,43,success,
results\batch_logs\baseline_batch_base.log,baseline,word_in_context,flan-t5-large,baseline,,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sentiment,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,competence_threat,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,inconsistency,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,social_comparison,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,urgency,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,sentence_similarity,flan-t5-large,regret,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,competence_threat,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,inconsistency,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,social_comparison,2,,44,failed,Traceback (most recent call last):
