task,model,stimulus_group,stimulus_index,legacy_pnum,few_shot,seed,temperature,do_sample,score,run_time_seconds,avg_time_per_sample_seconds
singular_to_plural,flan-t5-large,positive,3,0,False,42,0.0,False,0.35,12.178,0.122
singular_to_plural,flan-t5-large,positive,4,0,False,42,0.0,False,0.3,12.090,0.121
sum,flan-t5-large,positive,1,0,False,42,0.0,False,0.03,12.954,0.130
sum,flan-t5-large,positive,2,0,False,42,0.0,False,0.03,12.933,0.129
sum,flan-t5-large,positive,3,0,False,42,0.0,False,0.02,13.191,0.132
sum,flan-t5-large,positive,4,0,False,42,0.0,False,0.02,12.848,0.128
synonyms,flan-t5-large,positive,1,0,False,42,0.0,False,0.05,12.411,0.124
synonyms,flan-t5-large,positive,2,0,False,42,0.0,False,0.05,11.857,0.119
synonyms,flan-t5-large,positive,3,0,False,42,0.0,False,0.05,12.026,0.120
synonyms,flan-t5-large,positive,4,0,False,42,0.0,False,0.05,12.200,0.122
taxonomy_animal,flan-t5-large,positive,1,0,False,42,0.0,False,0.11,33.747,0.337
taxonomy_animal,flan-t5-large,positive,2,0,False,42,0.0,False,0.13,31.601,0.316
taxonomy_animal,flan-t5-large,positive,3,0,False,42,0.0,False,0.16,33.817,0.338
taxonomy_animal,flan-t5-large,positive,4,0,False,42,0.0,False,0.15,33.071,0.331
translation_en-de,flan-t5-large,positive,1,0,False,42,0.0,False,0.17,13.441,0.134
translation_en-de,flan-t5-large,positive,2,0,False,42,0.0,False,0.16,13.700,0.137
translation_en-de,flan-t5-large,positive,3,0,False,42,0.0,False,0.19,13.471,0.135
translation_en-de,flan-t5-large,positive,4,0,False,42,0.0,False,0.15,13.290,0.133
translation_en-es,flan-t5-large,positive,1,0,False,42,0.0,False,0.33,18.983,0.190
translation_en-es,flan-t5-large,positive,2,0,False,42,0.0,False,0.31,19.248,0.192
translation_en-es,flan-t5-large,positive,3,0,False,42,0.0,False,0.35,19.173,0.192
translation_en-es,flan-t5-large,positive,4,0,False,42,0.0,False,0.3,19.145,0.191
active_to_passive,flan-t5-large,positive,1,0,False,43,0.0,False,0.02,25.721,0.257
active_to_passive,flan-t5-large,positive,2,0,False,43,0.0,False,0.02,25.731,0.257
active_to_passive,flan-t5-large,positive,3,0,False,43,0.0,False,0.05,25.512,0.255
active_to_passive,flan-t5-large,positive,4,0,False,43,0.0,False,0.03,25.669,0.257
antonyms,flan-t5-large,positive,1,0,False,43,0.0,False,0.56,13.115,0.131
antonyms,flan-t5-large,positive,2,0,False,43,0.0,False,0.56,13.067,0.131
antonyms,flan-t5-large,positive,3,0,False,43,0.0,False,0.59,13.175,0.132
antonyms,flan-t5-large,positive,4,0,False,43,0.0,False,0.53,13.367,0.134
cause_and_effect,flan-t5-large,positive,1,0,False,43,0.0,False,0.64,9.236,0.369
cause_and_effect,flan-t5-large,positive,2,0,False,43,0.0,False,0.64,9.161,0.366
cause_and_effect,flan-t5-large,positive,3,0,False,43,0.0,False,0.56,9.467,0.379
cause_and_effect,flan-t5-large,positive,4,0,False,43,0.0,False,0.68,9.187,0.367
common_concept,flan-t5-large,positive,1,0,False,43,0.0,False,0.0,5.020,0.314
common_concept,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,4.764,0.298
common_concept,flan-t5-large,positive,3,0,False,43,0.0,False,0.0,4.817,0.301
common_concept,flan-t5-large,positive,4,0,False,43,0.0,False,0.0,4.923,0.308
diff,flan-t5-large,positive,1,0,False,43,0.0,False,0.03,12.761,0.128
diff,flan-t5-large,positive,2,0,False,43,0.0,False,0.04,13.057,0.131
diff,flan-t5-large,positive,3,0,False,43,0.0,False,0.03,12.975,0.130
diff,flan-t5-large,positive,4,0,False,43,0.0,False,0.03,12.809,0.128
first_word_letter,flan-t5-large,positive,1,0,False,43,0.0,False,1.0,11.346,0.113
first_word_letter,flan-t5-large,positive,2,0,False,43,0.0,False,1.0,11.242,0.112
first_word_letter,flan-t5-large,positive,3,0,False,43,0.0,False,1.0,11.254,0.113
first_word_letter,flan-t5-large,positive,4,0,False,43,0.0,False,1.0,11.359,0.114
informal_to_formal,flan-t5-large,positive,1,0,False,43,0.0,False,0.0,7.113,0.474
informal_to_formal,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,7.118,0.475
informal_to_formal,flan-t5-large,positive,3,0,False,43,0.0,False,0.0,7.195,0.480
informal_to_formal,flan-t5-large,positive,4,0,False,43,0.0,False,0.0,7.029,0.469
larger_animal,flan-t5-large,positive,1,0,False,43,0.0,False,0.66,16.576,0.166
larger_animal,flan-t5-large,positive,2,0,False,43,0.0,False,0.73,16.506,0.165
larger_animal,flan-t5-large,positive,3,0,False,43,0.0,False,0.69,16.590,0.166
larger_animal,flan-t5-large,positive,4,0,False,43,0.0,False,0.68,16.372,0.164
letters_list,flan-t5-large,positive,1,0,False,43,0.0,False,0.0,11.449,0.114
letters_list,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,11.637,0.116
letters_list,flan-t5-large,positive,3,0,False,43,0.0,False,0.0,11.370,0.114
letters_list,flan-t5-large,positive,4,0,False,43,0.0,False,0.0,11.356,0.114
negation,flan-t5-large,positive,1,0,False,43,0.0,False,0.02,39.290,0.393
negation,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,29.541,0.295
negation,flan-t5-large,positive,3,0,False,43,0.0,False,0.03,32.742,0.327
negation,flan-t5-large,positive,4,0,False,43,0.0,False,0.03,34.270,0.343
num_to_verbal,flan-t5-large,positive,1,0,False,43,0.0,False,0.0,13.929,0.139
num_to_verbal,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,13.967,0.140
num_to_verbal,flan-t5-large,positive,3,0,False,43,0.0,False,0.0,14.077,0.141
num_to_verbal,flan-t5-large,positive,4,0,False,43,0.0,False,0.0,13.818,0.138
orthography_starts_with,flan-t5-large,positive,1,0,False,43,0.0,False,0.12,23.486,0.235
orthography_starts_with,flan-t5-large,positive,2,0,False,43,0.0,False,0.12,25.067,0.251
orthography_starts_with,flan-t5-large,positive,3,0,False,43,0.0,False,0.15,20.992,0.210
orthography_starts_with,flan-t5-large,positive,4,0,False,43,0.0,False,0.09,23.427,0.234
rhymes,flan-t5-large,positive,1,0,False,43,0.0,False,0.17,17.334,0.173
rhymes,flan-t5-large,positive,2,0,False,43,0.0,False,0.21,17.826,0.178
rhymes,flan-t5-large,positive,3,0,False,43,0.0,False,0.25,17.209,0.172
rhymes,flan-t5-large,positive,4,0,False,43,0.0,False,0.17,17.935,0.179
second_word_letter,flan-t5-large,positive,1,0,False,43,0.0,False,1.0,11.272,0.113
second_word_letter,flan-t5-large,positive,2,0,False,43,0.0,False,1.0,11.300,0.113
second_word_letter,flan-t5-large,positive,3,0,False,43,0.0,False,0.95,11.026,0.110
second_word_letter,flan-t5-large,positive,4,0,False,43,0.0,False,1.0,11.448,0.114
sentiment,flan-t5-large,positive,1,0,False,43,0.0,False,0.93,10.778,0.108
sentiment,flan-t5-large,positive,2,0,False,43,0.0,False,0.93,10.613,0.106
sentiment,flan-t5-large,positive,3,0,False,43,0.0,False,0.93,10.797,0.108
sentiment,flan-t5-large,positive,4,0,False,43,0.0,False,0.93,10.705,0.107
singular_to_plural,flan-t5-large,positive,1,0,False,43,0.0,False,0.29,11.922,0.119
singular_to_plural,flan-t5-large,positive,2,0,False,43,0.0,False,0.28,12.095,0.121
singular_to_plural,flan-t5-large,positive,3,0,False,43,0.0,False,0.35,12.085,0.121
singular_to_plural,flan-t5-large,positive,4,0,False,43,0.0,False,0.3,12.023,0.120
sum,flan-t5-large,positive,1,0,False,43,0.0,False,0.03,13.109,0.131
sum,flan-t5-large,positive,2,0,False,43,0.0,False,0.03,13.044,0.130
sum,flan-t5-large,positive,3,0,False,43,0.0,False,0.02,13.106,0.131
sum,flan-t5-large,positive,4,0,False,43,0.0,False,0.02,12.874,0.129
synonyms,flan-t5-large,positive,1,0,False,43,0.0,False,0.05,12.499,0.125
synonyms,flan-t5-large,positive,2,0,False,43,0.0,False,0.05,11.944,0.119
synonyms,flan-t5-large,positive,3,0,False,43,0.0,False,0.05,12.097,0.121
synonyms,flan-t5-large,positive,4,0,False,43,0.0,False,0.05,12.256,0.123
taxonomy_animal,flan-t5-large,positive,1,0,False,43,0.0,False,0.11,34.054,0.341
taxonomy_animal,flan-t5-large,positive,2,0,False,43,0.0,False,0.13,31.900,0.319
taxonomy_animal,flan-t5-large,positive,3,0,False,43,0.0,False,0.16,34.095,0.341
taxonomy_animal,flan-t5-large,positive,4,0,False,43,0.0,False,0.15,33.636,0.336
translation_en-de,flan-t5-large,positive,1,0,False,43,0.0,False,0.17,13.488,0.135
translation_en-de,flan-t5-large,positive,2,0,False,43,0.0,False,0.16,13.457,0.135
translation_en-de,flan-t5-large,positive,3,0,False,43,0.0,False,0.19,13.549,0.135
translation_en-de,flan-t5-large,positive,4,0,False,43,0.0,False,0.15,13.402,0.134
translation_en-es,flan-t5-large,positive,1,0,False,43,0.0,False,0.33,19.051,0.191
translation_en-es,flan-t5-large,positive,2,0,False,43,0.0,False,0.31,18.962,0.190
translation_en-es,flan-t5-large,positive,3,0,False,43,0.0,False,0.35,19.009,0.190
translation_en-es,flan-t5-large,positive,4,0,False,43,0.0,False,0.3,18.705,0.187
active_to_passive,flan-t5-large,positive,1,0,False,44,0.0,False,0.02,25.644,0.256
active_to_passive,flan-t5-large,positive,2,0,False,44,0.0,False,0.02,25.825,0.258
active_to_passive,flan-t5-large,positive,3,0,False,44,0.0,False,0.05,25.973,0.260
active_to_passive,flan-t5-large,positive,4,0,False,44,0.0,False,0.03,25.676,0.257
antonyms,flan-t5-large,positive,1,0,False,44,0.0,False,0.56,13.208,0.132
antonyms,flan-t5-large,positive,2,0,False,44,0.0,False,0.56,12.943,0.129
antonyms,flan-t5-large,positive,3,0,False,44,0.0,False,0.59,13.067,0.131
antonyms,flan-t5-large,positive,4,0,False,44,0.0,False,0.53,13.379,0.134
cause_and_effect,flan-t5-large,positive,1,0,False,44,0.0,False,0.56,9.178,0.367
cause_and_effect,flan-t5-large,positive,2,0,False,44,0.0,False,0.56,9.169,0.367
cause_and_effect,flan-t5-large,positive,3,0,False,44,0.0,False,0.48,9.469,0.379
cause_and_effect,flan-t5-large,positive,4,0,False,44,0.0,False,0.56,8.919,0.357
common_concept,flan-t5-large,positive,1,0,False,44,0.0,False,0.0,4.870,0.304
common_concept,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,4.810,0.301
common_concept,flan-t5-large,positive,3,0,False,44,0.0,False,0.0,4.766,0.298
common_concept,flan-t5-large,positive,4,0,False,44,0.0,False,0.0,4.906,0.307
diff,flan-t5-large,positive,1,0,False,44,0.0,False,0.03,12.800,0.128
diff,flan-t5-large,positive,2,0,False,44,0.0,False,0.04,13.118,0.131
diff,flan-t5-large,positive,3,0,False,44,0.0,False,0.03,13.008,0.130
diff,flan-t5-large,positive,4,0,False,44,0.0,False,0.03,12.972,0.130
first_word_letter,flan-t5-large,positive,1,0,False,44,0.0,False,1.0,11.338,0.113
first_word_letter,flan-t5-large,positive,2,0,False,44,0.0,False,1.0,11.399,0.114
first_word_letter,flan-t5-large,positive,3,0,False,44,0.0,False,1.0,11.379,0.114
first_word_letter,flan-t5-large,positive,4,0,False,44,0.0,False,1.0,11.482,0.115
informal_to_formal,flan-t5-large,positive,1,0,False,44,0.0,False,0.0,7.006,0.467
informal_to_formal,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,7.097,0.473
informal_to_formal,flan-t5-large,positive,3,0,False,44,0.0,False,0.0,7.134,0.476
informal_to_formal,flan-t5-large,positive,4,0,False,44,0.0,False,0.0,7.128,0.475
larger_animal,flan-t5-large,positive,1,0,False,44,0.0,False,0.66,16.639,0.166
larger_animal,flan-t5-large,positive,2,0,False,44,0.0,False,0.73,16.338,0.163
larger_animal,flan-t5-large,positive,3,0,False,44,0.0,False,0.69,16.938,0.169
larger_animal,flan-t5-large,positive,4,0,False,44,0.0,False,0.68,16.532,0.165
letters_list,flan-t5-large,positive,1,0,False,44,0.0,False,0.0,11.290,0.113
letters_list,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,11.491,0.115
letters_list,flan-t5-large,positive,3,0,False,44,0.0,False,0.0,11.409,0.114
letters_list,flan-t5-large,positive,4,0,False,44,0.0,False,0.0,11.352,0.114
negation,flan-t5-large,positive,1,0,False,44,0.0,False,0.02,39.339,0.393
negation,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,29.659,0.297
negation,flan-t5-large,positive,3,0,False,44,0.0,False,0.03,32.616,0.326
negation,flan-t5-large,positive,4,0,False,44,0.0,False,0.03,33.989,0.340
num_to_verbal,flan-t5-large,positive,1,0,False,44,0.0,False,0.0,13.901,0.139
num_to_verbal,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,13.881,0.139
num_to_verbal,flan-t5-large,positive,3,0,False,44,0.0,False,0.0,14.022,0.140
num_to_verbal,flan-t5-large,positive,4,0,False,44,0.0,False,0.0,14.049,0.140
orthography_starts_with,flan-t5-large,positive,1,0,False,44,0.0,False,0.12,23.834,0.238
orthography_starts_with,flan-t5-large,positive,2,0,False,44,0.0,False,0.12,25.127,0.251
orthography_starts_with,flan-t5-large,positive,3,0,False,44,0.0,False,0.15,21.188,0.212
orthography_starts_with,flan-t5-large,positive,4,0,False,44,0.0,False,0.09,23.270,0.233
rhymes,flan-t5-large,positive,1,0,False,44,0.0,False,0.17,17.505,0.175
rhymes,flan-t5-large,positive,2,0,False,44,0.0,False,0.21,17.956,0.180
rhymes,flan-t5-large,positive,3,0,False,44,0.0,False,0.25,17.125,0.171
rhymes,flan-t5-large,positive,4,0,False,44,0.0,False,0.17,17.647,0.176
second_word_letter,flan-t5-large,positive,1,0,False,44,0.0,False,1.0,11.384,0.114
second_word_letter,flan-t5-large,positive,2,0,False,44,0.0,False,1.0,11.321,0.113
second_word_letter,flan-t5-large,positive,3,0,False,44,0.0,False,0.95,11.056,0.111
second_word_letter,flan-t5-large,positive,4,0,False,44,0.0,False,1.0,11.255,0.113
sentiment,flan-t5-large,positive,1,0,False,44,0.0,False,0.93,10.816,0.108
sentiment,flan-t5-large,positive,2,0,False,44,0.0,False,0.93,10.658,0.107
sentiment,flan-t5-large,positive,3,0,False,44,0.0,False,0.93,10.753,0.108
sentiment,flan-t5-large,positive,4,0,False,44,0.0,False,0.93,10.700,0.107
singular_to_plural,flan-t5-large,positive,1,0,False,44,0.0,False,0.29,11.878,0.119
singular_to_plural,flan-t5-large,positive,2,0,False,44,0.0,False,0.28,12.129,0.121
singular_to_plural,flan-t5-large,positive,3,0,False,44,0.0,False,0.35,12.134,0.121
singular_to_plural,flan-t5-large,positive,4,0,False,44,0.0,False,0.3,11.997,0.120
sum,flan-t5-large,positive,1,0,False,44,0.0,False,0.03,12.903,0.129
sum,flan-t5-large,positive,2,0,False,44,0.0,False,0.03,12.924,0.129
sum,flan-t5-large,positive,3,0,False,44,0.0,False,0.02,12.994,0.130
sum,flan-t5-large,positive,4,0,False,44,0.0,False,0.02,12.886,0.129
synonyms,flan-t5-large,positive,1,0,False,44,0.0,False,0.05,12.441,0.124
synonyms,flan-t5-large,positive,2,0,False,44,0.0,False,0.05,11.925,0.119
synonyms,flan-t5-large,positive,3,0,False,44,0.0,False,0.05,12.075,0.121
synonyms,flan-t5-large,positive,4,0,False,44,0.0,False,0.05,12.086,0.121
taxonomy_animal,flan-t5-large,positive,1,0,False,44,0.0,False,0.11,33.771,0.338
taxonomy_animal,flan-t5-large,positive,2,0,False,44,0.0,False,0.13,31.763,0.318
taxonomy_animal,flan-t5-large,positive,3,0,False,44,0.0,False,0.16,33.670,0.337
taxonomy_animal,flan-t5-large,positive,4,0,False,44,0.0,False,0.15,33.166,0.332
translation_en-de,flan-t5-large,positive,1,0,False,44,0.0,False,0.17,13.529,0.135
translation_en-de,flan-t5-large,positive,2,0,False,44,0.0,False,0.16,13.478,0.135
translation_en-de,flan-t5-large,positive,3,0,False,44,0.0,False,0.19,13.486,0.135
translation_en-de,flan-t5-large,positive,4,0,False,44,0.0,False,0.15,13.266,0.133
translation_en-es,flan-t5-large,positive,1,0,False,44,0.0,False,0.33,19.008,0.190
translation_en-es,flan-t5-large,positive,2,0,False,44,0.0,False,0.31,19.125,0.191
translation_en-es,flan-t5-large,positive,3,0,False,44,0.0,False,0.35,19.222,0.192
translation_en-es,flan-t5-large,positive,4,0,False,44,0.0,False,0.3,18.903,0.189
sentence_similarity,flan-t5-large,positive,1,0,False,42,0.0,False,0.0,11.572,0.116
sentence_similarity,flan-t5-large,positive,2,0,False,42,0.0,False,0.0,11.863,0.119
sentence_similarity,flan-t5-large,positive,3,0,False,42,0.0,False,0.0,11.826,0.118
sentence_similarity,flan-t5-large,positive,4,0,False,42,0.0,False,0.0,11.690,0.117
translation_en-fr,flan-t5-large,positive,1,0,False,42,0.0,False,0.39,16.896,0.169
translation_en-fr,flan-t5-large,positive,2,0,False,42,0.0,False,0.42,16.779,0.168
translation_en-fr,flan-t5-large,positive,3,0,False,42,0.0,False,0.39,16.776,0.168
translation_en-fr,flan-t5-large,positive,4,0,False,42,0.0,False,0.43,17.220,0.172
word_in_context,flan-t5-large,positive,1,0,False,42,0.0,False,0.57,17.017,0.170
word_in_context,flan-t5-large,positive,2,0,False,42,0.0,False,0.58,16.993,0.170
word_in_context,flan-t5-large,positive,3,0,False,42,0.0,False,0.5,16.883,0.169
word_in_context,flan-t5-large,positive,4,0,False,42,0.0,False,0.56,16.881,0.169
sentence_similarity,flan-t5-large,positive,1,0,False,43,0.0,False,0.0,11.815,0.118
sentence_similarity,flan-t5-large,positive,2,0,False,43,0.0,False,0.0,11.987,0.120
sentence_similarity,flan-t5-large,positive,3,0,False,43,0.0,False,0.0,11.852,0.119
sentence_similarity,flan-t5-large,positive,4,0,False,43,0.0,False,0.0,11.781,0.118
translation_en-fr,flan-t5-large,positive,1,0,False,43,0.0,False,0.39,16.002,0.160
translation_en-fr,flan-t5-large,positive,2,0,False,43,0.0,False,0.42,15.869,0.159
translation_en-fr,flan-t5-large,positive,3,0,False,43,0.0,False,0.39,15.545,0.155
translation_en-fr,flan-t5-large,positive,4,0,False,43,0.0,False,0.43,15.794,0.158
word_in_context,flan-t5-large,positive,1,0,False,43,0.0,False,0.57,16.181,0.162
word_in_context,flan-t5-large,positive,2,0,False,43,0.0,False,0.58,16.097,0.161
word_in_context,flan-t5-large,positive,3,0,False,43,0.0,False,0.5,16.155,0.162
word_in_context,flan-t5-large,positive,4,0,False,43,0.0,False,0.56,16.154,0.162
sentence_similarity,flan-t5-large,positive,1,0,False,44,0.0,False,0.0,11.164,0.112
sentence_similarity,flan-t5-large,positive,2,0,False,44,0.0,False,0.0,11.164,0.112
sentence_similarity,flan-t5-large,positive,3,0,False,44,0.0,False,0.0,11.010,0.110
sentence_similarity,flan-t5-large,positive,4,0,False,44,0.0,False,0.0,11.007,0.110
translation_en-fr,flan-t5-large,positive,1,0,False,44,0.0,False,0.39,15.984,0.160
translation_en-fr,flan-t5-large,positive,2,0,False,44,0.0,False,0.42,15.754,0.158
translation_en-fr,flan-t5-large,positive,3,0,False,44,0.0,False,0.39,15.436,0.154
translation_en-fr,flan-t5-large,positive,4,0,False,44,0.0,False,0.43,15.753,0.158
word_in_context,flan-t5-large,positive,1,0,False,44,0.0,False,0.57,16.128,0.161
word_in_context,flan-t5-large,positive,2,0,False,44,0.0,False,0.58,16.148,0.161
word_in_context,flan-t5-large,positive,3,0,False,44,0.0,False,0.5,16.203,0.162
word_in_context,flan-t5-large,positive,4,0,False,44,0.0,False,0.56,16.156,0.162
