task,model,stimulus_group,stimulus_index,legacy_pnum,few_shot,seed,temperature,do_sample,score,run_time_seconds,avg_time_per_sample_seconds
translation_en-es,flan-t5-large,ambiguous,3,0,False,42,0.0,False,0.3,19.378,0.194
translation_en-es,flan-t5-large,ambiguous,4,0,False,42,0.0,False,0.33,18.661,0.187
active_to_passive,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.01,25.205,0.252
active_to_passive,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.02,25.762,0.258
active_to_passive,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.04,25.652,0.257
active_to_passive,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.01,25.254,0.253
antonyms,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.56,13.173,0.132
antonyms,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.56,13.011,0.130
antonyms,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.55,13.119,0.131
antonyms,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.55,13.034,0.130
cause_and_effect,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.76,9.558,0.382
cause_and_effect,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.56,9.184,0.367
cause_and_effect,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.64,9.337,0.373
cause_and_effect,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.56,9.204,0.368
common_concept,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.0,4.985,0.312
common_concept,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,4.860,0.304
common_concept,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,4.857,0.304
common_concept,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.0,4.899,0.306
diff,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.03,13.148,0.131
diff,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.03,13.118,0.131
diff,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.04,13.053,0.131
diff,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.03,13.295,0.133
first_word_letter,flan-t5-large,ambiguous,1,0,False,43,0.0,False,1.0,11.336,0.113
first_word_letter,flan-t5-large,ambiguous,2,0,False,43,0.0,False,1.0,11.364,0.114
first_word_letter,flan-t5-large,ambiguous,3,0,False,43,0.0,False,1.0,11.306,0.113
first_word_letter,flan-t5-large,ambiguous,4,0,False,43,0.0,False,1.0,11.360,0.114
informal_to_formal,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.0,6.964,0.464
informal_to_formal,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,6.964,0.464
informal_to_formal,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,7.084,0.472
informal_to_formal,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.0,7.062,0.471
larger_animal,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.68,16.527,0.165
larger_animal,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.72,16.439,0.164
larger_animal,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.69,16.291,0.163
larger_animal,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.66,16.374,0.164
letters_list,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.0,11.230,0.112
letters_list,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,11.385,0.114
letters_list,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,11.298,0.113
letters_list,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.0,11.239,0.112
negation,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.04,33.210,0.332
negation,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,15.838,0.158
negation,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,36.752,0.368
negation,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.01,32.085,0.321
num_to_verbal,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.0,14.049,0.140
num_to_verbal,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,14.185,0.142
num_to_verbal,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,13.977,0.140
num_to_verbal,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.0,14.101,0.141
orthography_starts_with,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.13,22.472,0.225
orthography_starts_with,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.12,23.084,0.231
orthography_starts_with,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.12,23.801,0.238
orthography_starts_with,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.11,23.925,0.239
rhymes,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.16,18.076,0.181
rhymes,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.16,17.904,0.179
rhymes,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.14,18.072,0.181
rhymes,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.16,18.037,0.180
second_word_letter,flan-t5-large,ambiguous,1,0,False,43,0.0,False,1.0,11.288,0.113
second_word_letter,flan-t5-large,ambiguous,2,0,False,43,0.0,False,1.0,11.399,0.114
second_word_letter,flan-t5-large,ambiguous,3,0,False,43,0.0,False,1.0,11.344,0.113
second_word_letter,flan-t5-large,ambiguous,4,0,False,43,0.0,False,1.0,11.362,0.114
sentiment,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.93,10.832,0.108
sentiment,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.93,10.625,0.106
sentiment,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.93,10.755,0.108
sentiment,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.93,10.839,0.108
singular_to_plural,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.17,11.530,0.115
singular_to_plural,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.38,12.080,0.121
singular_to_plural,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.21,11.674,0.117
singular_to_plural,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.3,12.185,0.122
sum,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.02,12.984,0.130
sum,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.02,13.069,0.131
sum,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.02,13.007,0.130
sum,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.03,13.066,0.131
synonyms,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.05,11.997,0.120
synonyms,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.05,12.113,0.121
synonyms,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.06,11.858,0.119
synonyms,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.05,12.167,0.122
taxonomy_animal,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.12,31.604,0.316
taxonomy_animal,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.15,32.569,0.326
taxonomy_animal,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.08,41.439,0.414
taxonomy_animal,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.04,26.159,0.262
translation_en-de,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.17,13.179,0.132
translation_en-de,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.18,13.890,0.139
translation_en-de,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.16,13.716,0.137
translation_en-es,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.29,21.989,0.220
translation_en-es,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.3,19.025,0.190
translation_en-es,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.3,19.341,0.193
translation_en-es,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.33,18.718,0.187
active_to_passive,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.01,25.381,0.254
active_to_passive,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.02,25.652,0.257
active_to_passive,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.04,25.727,0.257
active_to_passive,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.01,25.403,0.254
antonyms,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.56,13.300,0.133
antonyms,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.56,12.865,0.129
antonyms,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.55,13.159,0.132
antonyms,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.55,12.870,0.129
cause_and_effect,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.64,9.202,0.368
cause_and_effect,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.48,9.041,0.362
cause_and_effect,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.52,9.209,0.368
cause_and_effect,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.52,9.150,0.366
common_concept,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.0,4.875,0.305
common_concept,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,4.755,0.297
common_concept,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,4.946,0.309
common_concept,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.0,4.895,0.306
diff,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.03,13.112,0.131
diff,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.03,13.169,0.132
diff,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.04,13.080,0.131
diff,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.03,13.193,0.132
first_word_letter,flan-t5-large,ambiguous,1,0,False,44,0.0,False,1.0,11.296,0.113
first_word_letter,flan-t5-large,ambiguous,2,0,False,44,0.0,False,1.0,11.321,0.113
first_word_letter,flan-t5-large,ambiguous,3,0,False,44,0.0,False,1.0,11.400,0.114
first_word_letter,flan-t5-large,ambiguous,4,0,False,44,0.0,False,1.0,11.360,0.114
informal_to_formal,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.0,7.012,0.467
informal_to_formal,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,7.070,0.471
informal_to_formal,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,7.115,0.474
informal_to_formal,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.0,7.021,0.468
larger_animal,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.68,16.565,0.166
larger_animal,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.72,16.516,0.165
larger_animal,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.69,16.370,0.164
larger_animal,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.66,16.402,0.164
letters_list,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.0,11.405,0.114
letters_list,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,11.379,0.114
letters_list,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,11.232,0.112
letters_list,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.0,11.282,0.113
negation,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.04,32.985,0.330
negation,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,15.881,0.159
negation,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,36.723,0.367
negation,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.01,31.749,0.317
num_to_verbal,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.0,14.278,0.143
num_to_verbal,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,14.002,0.140
num_to_verbal,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,14.074,0.141
num_to_verbal,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.0,14.019,0.140
orthography_starts_with,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.13,22.659,0.227
orthography_starts_with,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.12,23.116,0.231
orthography_starts_with,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.12,23.656,0.237
orthography_starts_with,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.11,23.828,0.238
rhymes,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.16,18.058,0.181
rhymes,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.16,18.079,0.181
rhymes,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.14,17.861,0.179
rhymes,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.16,18.116,0.181
second_word_letter,flan-t5-large,ambiguous,1,0,False,44,0.0,False,1.0,11.394,0.114
second_word_letter,flan-t5-large,ambiguous,2,0,False,44,0.0,False,1.0,11.339,0.113
second_word_letter,flan-t5-large,ambiguous,3,0,False,44,0.0,False,1.0,11.348,0.113
second_word_letter,flan-t5-large,ambiguous,4,0,False,44,0.0,False,1.0,11.238,0.112
sentiment,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.93,10.822,0.108
sentiment,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.93,10.707,0.107
sentiment,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.93,10.852,0.109
sentiment,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.93,10.752,0.108
singular_to_plural,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.17,11.671,0.117
singular_to_plural,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.38,12.143,0.121
singular_to_plural,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.21,11.698,0.117
singular_to_plural,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.3,12.020,0.120
sum,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.02,12.975,0.130
sum,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.02,13.006,0.130
sum,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.02,12.866,0.129
sum,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.03,12.890,0.129
synonyms,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.05,12.378,0.124
synonyms,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.05,11.997,0.120
synonyms,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.06,12.003,0.120
synonyms,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.05,11.992,0.120
taxonomy_animal,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.12,31.514,0.315
taxonomy_animal,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.15,32.411,0.324
taxonomy_animal,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.08,40.901,0.409
taxonomy_animal,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.04,25.914,0.259
translation_en-de,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.17,13.171,0.132
translation_en-de,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.18,13.768,0.138
translation_en-de,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.16,13.503,0.135
translation_en-es,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.29,22.129,0.221
translation_en-es,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.3,19.184,0.192
translation_en-es,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.3,19.440,0.194
translation_en-es,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.33,18.586,0.186
translation_en-fr,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.4,16.607,0.166
sentence_similarity,flan-t5-large,ambiguous,1,0,False,42,0.0,False,0.0,11.716,0.117
sentence_similarity,flan-t5-large,ambiguous,2,0,False,42,0.0,False,0.0,11.863,0.119
sentence_similarity,flan-t5-large,ambiguous,3,0,False,42,0.0,False,0.0,11.675,0.117
sentence_similarity,flan-t5-large,ambiguous,4,0,False,42,0.0,False,0.0,11.796,0.118
translation_en-fr,flan-t5-large,ambiguous,1,0,False,42,0.0,False,0.4,18.954,0.190
translation_en-fr,flan-t5-large,ambiguous,2,0,False,42,0.0,False,0.43,17.235,0.172
translation_en-fr,flan-t5-large,ambiguous,3,0,False,42,0.0,False,0.45,18.232,0.182
translation_en-fr,flan-t5-large,ambiguous,4,0,False,42,0.0,False,0.4,17.678,0.177
word_in_context,flan-t5-large,ambiguous,1,0,False,42,0.0,False,0.55,17.237,0.172
word_in_context,flan-t5-large,ambiguous,2,0,False,42,0.0,False,0.55,17.108,0.171
word_in_context,flan-t5-large,ambiguous,3,0,False,42,0.0,False,0.49,16.933,0.169
word_in_context,flan-t5-large,ambiguous,4,0,False,42,0.0,False,0.59,17.115,0.171
sentence_similarity,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.0,11.810,0.118
sentence_similarity,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.0,11.788,0.118
sentence_similarity,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.0,11.613,0.116
sentence_similarity,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.0,11.680,0.117
translation_en-fr,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.4,17.172,0.172
translation_en-fr,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.43,15.352,0.154
translation_en-fr,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.45,16.266,0.163
translation_en-fr,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.4,15.907,0.159
word_in_context,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.55,16.067,0.161
word_in_context,flan-t5-large,ambiguous,2,0,False,43,0.0,False,0.55,16.178,0.162
word_in_context,flan-t5-large,ambiguous,3,0,False,43,0.0,False,0.49,16.255,0.163
word_in_context,flan-t5-large,ambiguous,4,0,False,43,0.0,False,0.59,16.239,0.162
sentence_similarity,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.0,11.249,0.112
sentence_similarity,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.0,11.175,0.112
sentence_similarity,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.0,11.106,0.111
sentence_similarity,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.0,11.100,0.111
translation_en-fr,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.4,17.135,0.171
translation_en-fr,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.43,15.365,0.154
translation_en-fr,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.45,16.295,0.163
translation_en-fr,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.4,15.929,0.159
word_in_context,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.55,16.249,0.162
word_in_context,flan-t5-large,ambiguous,2,0,False,44,0.0,False,0.55,16.199,0.162
word_in_context,flan-t5-large,ambiguous,3,0,False,44,0.0,False,0.49,16.185,0.162
word_in_context,flan-t5-large,ambiguous,4,0,False,44,0.0,False,0.59,16.188,0.162
translation_en-de,flan-t5-large,ambiguous,1,0,False,42,0.0,False,0.16,13.755,0.138
translation_en-de,flan-t5-large,ambiguous,1,0,False,43,0.0,False,0.16,14.521,0.145
translation_en-de,flan-t5-large,ambiguous,1,0,False,44,0.0,False,0.16,14.076,0.141
